TAIL,DAY_TO_GO,EQP,SUBFLEET,CHECK_MH,SCHED_DATE,STATION_NAME,DESCR,CHECK_SEQ
T128,316,321,321E,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T129,22,321,321E,120,,,CKC | A01 | ARBS | LEAP A-CHECK 1,A01
T129,281,321,321E,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T129,281,321,321E,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T129,281,321,321E,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T129,281,321,321E,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T129,414,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T129,414,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T013,49,319,319S,120,,,CKC | A05 | ARBS | CFM A-CHECK 5,A05
T130,43,321,321E,120,,,CKC | A01 | ARBS | LEAP A-CHECK 1,A01
T130,349,321,321E,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T130,349,321,321E,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T130,349,321,321E,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T130,349,321,321E,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T131,25,321,321E,120,,,CKC | A01 | ARBS | LEAP A-CHECK 1,A01
T131,471,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T131,343,321,321E,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T131,343,321,321E,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T131,343,321,321E,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T131,343,321,321E,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T132,70,321,321E,120,,,CKC | A01 | ARBS | LEAP A-CHECK 1,A01
T132,372,321,321E,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T132,372,321,321E,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T132,372,321,321E,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T132,372,321,321E,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T133,15,321,321E,120,,,CKC | A11 | ARBS | LEAP A-CHECK 11,A11
T134,37,321,321E,120,,,CKC | A11 | ARBS | LEAP A-CHECK 11,A11
T136,56,321,321E,120,,,CKC | A11 | ARBS | LEAP A-CHECK 11,A11
T137,35,321,321E,120,,,CKC | A11 | ARBS | LEAP A-CHECK 11,A11
T138,22,321,321E,120,,,CKC | A10 | ARBS | LEAP A-CHECK 10,A10
T139,40,321,321E,120,,,CKC | A10 | ARBS | LEAP A-CHECK 10,A10
T014,16,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T014,19,319,319S,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T014,28,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T014,30,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T014,32,319,319S,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T140,28,321,321E,120,,,CKC | A10 | ARBS | LEAP A-CHECK 10,A10
T141,29,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T141,29,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T141,29,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T141,29,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T141,29,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T141,29,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T141,66,321,321E,120,,,CKC | A10 | ARBS | LEAP A-CHECK 10,A10
T142,49,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T142,49,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T142,49,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T142,49,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T142,49,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T142,49,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T143,18,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T143,18,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T143,18,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T143,18,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T143,64,321,321E,120,,,CKC | A10 | ARBS | LEAP A-CHECK 10,A10
T144,52,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T144,30,321,321E,120,,,CKC | A09 | ARBS | LEAP A-CHECK 9,A09
T144,52,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T144,52,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T144,52,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T144,52,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T144,52,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T145,59,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T145,59,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T145,59,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T145,59,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T145,59,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T145,59,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T145,56,321,321E,120,,,CKC | A09 | ARBS | LEAP A-CHECK 9,A09
T146,37,321,321E,120,,,CKC | A09 | ARBS | LEAP A-CHECK 9,A09
T146,71,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T146,71,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T146,71,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T146,71,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T146,71,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T146,71,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T147,76,321,321E,120,,,CKC | A09 | ARBS | LEAP A-CHECK 9,A09
T147,112,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T147,112,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T147,112,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T147,112,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T147,112,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T147,112,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T148,15,321,321E,120,,,CKC | A08 | ARBS | LEAP A-CHECK 8,A08
T148,105,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T148,105,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T148,105,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T148,105,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T148,105,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T148,105,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T149,64,321,321E,120,,,CKC | A09 | ARBS | LEAP A-CHECK 9,A09
T149,90,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T149,90,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T149,90,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T149,90,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T149,90,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T149,90,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T015,19,319,319S,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T015,21,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T015,26,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T015,27,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T150,76,321,321E,120,,,CKC | A08 | ARBS | LEAP A-CHECK 8,A08
T150,135,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T150,135,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T150,135,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T150,135,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T150,135,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T150,135,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T151,89,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T151,75,321,321E,120,,,CKC | A09 | ARBS | LEAP A-CHECK 9,A09
T151,89,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T151,89,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T151,89,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T151,89,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T151,89,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T152,78,321,321E,120,,,CKC | A08 | ARBS | LEAP A-CHECK 8,A08
T152,148,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T152,148,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T152,148,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T152,148,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T152,148,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T152,148,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T153,73,321,321E,120,,,CKC | A08 | ARBS | LEAP A-CHECK 8,A08
T153,153,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T153,153,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T153,153,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T153,153,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T153,153,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T153,153,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T154,26,321,321E,120,,,CKC | A07 | ARBS | LEAP A-CHECK 7,A07
T154,189,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T154,189,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T154,189,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T154,189,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T154,189,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T154,189,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T155,65,321,321E,120,,,CKC | A07 | ARBS | LEAP A-CHECK 7,A07
T155,202,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T155,202,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T155,202,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T155,202,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T155,202,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T155,202,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T156,76,321,321E,120,,,CKC | A07 | ARBS | LEAP A-CHECK 7,A07
T156,226,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T156,226,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T156,226,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T156,226,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T156,226,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T156,226,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T157,62,321,321E,120,,,CKC | A06 | ARBS | LEAP A-CHECK 6,A06
T157,276,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T157,276,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T157,276,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T157,276,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T157,276,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T157,276,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T158,18,321,321E,120,,,CKC | A05 | ARBS | LEAP A-CHECK 5,A05
T158,298,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T158,298,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T158,298,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T158,298,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T158,298,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T158,298,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T159,56,321,321E,120,,,CKC | A06 | ARBS | LEAP A-CHECK 6,A06
T159,281,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T159,281,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T159,281,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T159,281,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T159,281,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T159,281,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T016,42,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T016,51,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T016,51,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T016,61,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T016,62,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T016,77,319,319S,120,,,CKC | A03 | ARBS | CFM A-CHECK 3,A03
T160,305,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T160,305,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T160,305,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T160,305,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T160,305,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T160,305,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T161,25,321,321E,120,,,CKC | A05 | ARBS | LEAP A-CHECK 5,A05
T161,315,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T161,315,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T161,315,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T161,315,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T161,315,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T161,315,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T162,71,321,321E,120,,,CKC | A05 | ARBS | LEAP A-CHECK 5,A05
T162,353,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T162,353,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T162,353,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T162,353,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T162,353,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T162,353,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T163,51,321,321E,120,,,CKC | A05 | ARBS | LEAP A-CHECK 5,A05
T163,352,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T163,352,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T163,352,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T163,352,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T163,352,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T163,352,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T164,17,321,321E,120,,,CKC | A04 | ARBS | LEAP A-CHECK 4,A04
T164,385,321,321E,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T164,385,321,321E,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T164,385,321,321E,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T164,385,321,321E,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T164,385,321,321E,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T164,385,321,321E,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T165,52,321,321E,120,,,CKC | A04 | ARBS | LEAP A-CHECK 4,A04
T166,61,321,321E,120,,,CKC | A04 | ARBS | LEAP A-CHECK 4,A04
T167,19,321,321K,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T167,110,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T167,110,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T167,110,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T167,110,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T167,309,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T167,319,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T167,323,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T167,323,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T167,332,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T167,340,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T168,70,321,321K,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T168,135,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T168,135,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T168,135,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T168,135,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T168,343,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T168,344,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T168,344,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T168,347,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T168,352,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T168,356,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T169,61,321,321K,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T169,147,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T169,147,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T169,147,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T169,147,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T169,339,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T169,348,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T169,348,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T169,351,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T169,355,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T169,360,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T017,31,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T017,42,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T017,47,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T017,47,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T017,73,319,319S,120,,,CKC | A04 | ARBS | CFM A-CHECK 4,A04
T170,63,321,321K,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T170,182,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T170,182,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T170,182,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T170,182,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T170,351,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T170,351,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T170,389,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T171,25,321,321K,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T171,238,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T171,238,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T171,238,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T171,238,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T172,70,321,321K,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T172,314,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T172,314,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T172,314,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T172,314,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T173,83,321,321K,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T173,321,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T173,321,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T173,321,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T173,321,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T174,60,321,321K,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T174,375,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T174,375,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T174,375,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T174,375,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T175,70,321,321K,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T175,374,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T175,374,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T175,374,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T175,374,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T176,24,321,321K,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T176,347,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T176,347,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T176,347,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T176,347,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T177,86,321,321K,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T178,95,321,321K,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T178,378,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T178,378,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T178,378,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T178,378,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T179,48,321,321K,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T018,78,319,319S,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T018,80,319,319S,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T018,81,319,319S,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T018,82,319,319S,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T018,83,319,319S,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T018,88,319,319S,120,,,CKC | A09 | ARBS | CFM A-CHECK 9,A09
T018,96,319,319S,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T180,62,321,321K,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T181,36,321,321K,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T182,63,321,321K,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T183,42,321,321K,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T184,86,321,321K,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T185,64,321,321K,120,,,CKC | A01 | ARBS | V2500 A-CHECK 1,A01
T186,63,321,321K,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T187,59,321,321K,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T188,199,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T188,89,321,321K,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T188,207,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T188,194,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T188,191,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T189,81,321,321K,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T189,248,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
